Transcript stable ID,Transcript stable ID version,CDS Length,Gene name
ENST00000644992,ENST00000644992.2,3219,
ENST00000642544,ENST00000642544.1,,RNA5SP383
ENST00000646071,ENST00000646071.2,1182,IRF9
ENST00000646765,ENST00000646765.1,1644,REC8
ENST00000320701,ENST00000320701.9,927,TSPY2
ENST00000455254,ENST00000455254.1,,AGKP1
ENST00000434164,ENST00000434164.1,,NLGN4Y-AS1
ENST00000644546,ENST00000644546.2,3246,IPO4
ENST00000644907,ENST00000644907.1,431,
ENST00000382659,ENST00000382659.7,1491,RBMY1E
ENST00000662238,ENST00000662238.1,,
ENST00000646762,ENST00000646762.2,1821,TM9SF1
ENST00000646763,ENST00000646763.1,2448,
ENST00000642967,ENST00000642967.1,,
ENST00000642747,ENST00000642747.1,,
ENST00000645272,ENST00000645272.2,1017,TSSK4
ENST00000645308,ENST00000645308.4,669,CHMP4A
ENST00000647240,ENST00000647240.1,,
ENST00000646165,ENST00000646165.2,531,MDP1
ENST00000684976,ENST00000684976.1,2511,NLGN4Y
ENST00000644921,ENST00000644921.1,510,NEDD8-MDP1
ENST00000643069,ENST00000643069.2,246,NEDD8
ENST00000665487,ENST00000665487.1,,LINC00278
ENST00000451423,ENST00000451423.1,,CDY22P
ENST00000414751,ENST00000414751.1,,ELOCP17
ENST00000420889,ENST00000420889.1,,OFD1P18Y
ENST00000421750,ENST00000421750.1,,TRAPPC2P4
ENST00000412737,ENST00000412737.1,,RAB9AP3
ENST00000419224,ENST00000419224.1,,USP9YP20
ENST00000516816,ENST00000516816.1,,RNU1-40P
ENST00000420603,ENST00000420603.1,,USP9YP21
ENST00000440468,ENST00000440468.1,,XKRYP6
ENST00000306589,ENST00000306589.7,,PRYP4
ENST00000436690,ENST00000436690.1,,ELOCP11
ENST00000451661,ENST00000451661.1,,CDY23P
ENST00000421008,ENST00000421008.1,,USP9YP26
ENST00000437934,ENST00000437934.1,,HSFY8P
ENST00000411536,ENST00000411536.1,,OFD1P15Y
ENST00000448881,ENST00000448881.5,,RBMY2DP
ENST00000439103,ENST00000439103.1,,REREP2Y
ENST00000696462,ENST00000696462.1,,
ENST00000426199,ENST00000426199.1,,
ENST00000515987,ENST00000515987.1,,SNORA70
ENST00000367272,ENST00000367272.4,,PPP1R12BP1
ENST00000517139,ENST00000517139.1,,RNU6-1314P
ENST00000417124,ENST00000417124.1,,CYCSP48
ENST00000344424,ENST00000344424.4,,ANKRD36P1
ENST00000619329,ENST00000619329.1,,
ENST00000646201,ENST00000646201.1,1284,GMPR2
ENST00000250823,ENST00000250823.5,378,VCY1B
ENST00000458328,ENST00000458328.1,,PNPLA4P1
ENST00000696463,ENST00000696463.1,,
ENST00000421895,ENST00000421895.3,,OFD1P2Y
ENST00000447585,ENST00000447585.2,,OFD1P5Y
ENST00000651369,ENST00000651369.1,,
ENST00000440297,ENST00000440297.1,,TBL1YP1
ENST00000646576,ENST00000646576.2,1356,TINF2
ENST00000629237,ENST00000629237.2,792,RPS4Y2
ENST00000415994,ENST00000415994.1,,HSFY4P
ENST00000406090,ENST00000406090.1,,
ENST00000449858,ENST00000449858.2,,GAPDHP17
ENST00000423409,ENST00000423409.1,,TMEM167AP1
ENST00000527562,ENST00000527562.1,,
ENST00000418578,ENST00000418578.1,,TOMM22P1
ENST00000696465,ENST00000696465.1,,
ENST00000436364,ENST00000436364.1,,NEFLP1
ENST00000437359,ENST00000437359.1,,
ENST00000642845,ENST00000642845.2,2454,TGM1
ENST00000382764,ENST00000382764.1,,PRORY
ENST00000428616,ENST00000428616.1,,
ENST00000660183,ENST00000660183.1,,
ENST00000451162,ENST00000451162.1,,RBMY2TP
ENST00000303979,ENST00000303979.7,,TSPY14P
ENST00000382759,ENST00000382759.2,,RBMY1HP
ENST00000456659,ENST00000456659.1,,
ENST00000452426,ENST00000452426.1,,
ENST00000652128,ENST00000652128.1,,TTTY13
ENST00000604924,ENST00000604924.1,,ELOCP5
ENST00000644383,ENST00000644383.1,1704,RABGGTA
ENST00000452415,ENST00000452415.1,,CDY10P
ENST00000434481,ENST00000434481.1,,USP9YP3
ENST00000441913,ENST00000441913.1,,USP9YP8
ENST00000447168,ENST00000447168.1,,CDY11P
ENST00000445573,ENST00000445573.1,,HSFY6P
ENST00000425912,ENST00000425912.1,,USP9YP18
ENST00000431260,ENST00000431260.1,,CDY14P
ENST00000444494,ENST00000444494.1,,ELOCP16
ENST00000442113,ENST00000442113.1,,XKRYP3
ENST00000457708,ENST00000457708.1,,USP9YP25
ENST00000445112,ENST00000445112.1,,USP9YP29
ENST00000516872,ENST00000516872.1,,RNU1-97P
ENST00000449393,ENST00000449393.1,,RAB9AP1
ENST00000434556,ENST00000434556.1,,TRAPPC2P9
ENST00000418213,ENST00000418213.1,,OFD1P11Y
ENST00000343584,ENST00000343584.11,,PRYP3
ENST00000618284,ENST00000618284.1,,
ENST00000516659,ENST00000516659.1,,RNU2-57P
ENST00000430062,ENST00000430062.1,,VDAC1P6
ENST00000422633,ENST00000422633.1,,EIF4A1P2
ENST00000657434,ENST00000657434.1,,
ENST00000388836,ENST00000388836.3,,KRT18P10
ENST00000615757,ENST00000615757.1,,SNX3P1Y
ENST00000656717,ENST00000656717.1,,
ENST00000411983,ENST00000411983.1,,RPL26P37
ENST00000647514,ENST00000647514.1,942,DHRS1
ENST00000644840,ENST00000644840.2,1911,NOP9
ENST00000698851,ENST00000698851.1,3747,PCDH11Y
ENST00000644519,ENST00000644519.1,660,CIDEB
ENST00000434110,ENST00000434110.1,,OFD1P10Y
ENST00000645084,ENST00000645084.1,1170,LTB4R2
ENST00000418624,ENST00000418624.1,,ELOCP9
ENST00000421995,ENST00000421995.1,,CDY15P
ENST00000414395,ENST00000414395.1,,XKRYP4
ENST00000417797,ENST00000417797.1,,USP9YP13
ENST00000427537,ENST00000427537.1,,USP9YP11
ENST00000631331,ENST00000631331.1,,TTTY3B
ENST00000646659,ENST00000646659.1,1059,LTB4R
ENST00000450481,ENST00000450481.1,,USP9YP12
ENST00000516108,ENST00000516108.1,,RNU1-86P
ENST00000437794,ENST00000437794.1,,RAB9AP5
ENST00000415662,ENST00000415662.1,,TRAPPC2P10
ENST00000427963,ENST00000427963.1,,OFD1P12Y
ENST00000440624,ENST00000440624.1,,ELOCP10
ENST00000644961,ENST00000644961.1,3234,ADCY4
ENST00000382407,ENST00000382407.1,1623,CDY1B
ENST00000414121,ENST00000414121.1,,CDY17P
ENST00000435696,ENST00000435696.1,,USP9YP35
ENST00000431405,ENST00000431405.1,,USP9YP31
ENST00000438294,ENST00000438294.1,,CDY18P
ENST00000445264,ENST00000445264.2,,
ENST00000417252,ENST00000417252.2,,GOLGA6L11P
ENST00000441091,ENST00000441091.1,,DNM1P24
ENST00000418278,ENST00000418278.1,,
ENST00000306853,ENST00000306853.1,,CSPG4P2Y
ENST00000418188,ENST00000418188.1,,CSPG4P3Y
ENST00000624333,ENST00000624333.2,,
ENST00000485099,ENST00000485099.3,,RN7SL818P
ENST00000433767,ENST00000433767.1,,UBE2Q2P4Y
ENST00000413372,ENST00000413372.1,,LINC00265-2P
ENST00000420675,ENST00000420675.1,,CICP2
ENST00000509776,ENST00000509776.2,,SEPTIN14P22
ENST00000647041,ENST00000647041.1,,
ENST00000624575,ENST00000624575.2,,
ENST00000447471,ENST00000447471.1,,RBMY2XP
ENST00000646516,ENST00000646516.2,1557,RIPK3
ENST00000441906,ENST00000441906.1,,TTTY17B
ENST00000413946,ENST00000413946.1,,TRIM60P5Y
ENST00000443152,ENST00000443152.1,,ZNF736P12Y
ENST00000420149,ENST00000420149.1,,TTTY4B
ENST00000642234,ENST00000642234.1,,U6
ENST00000382392,ENST00000382392.5,321,BPY2B
ENST00000432862,ENST00000432862.1,,
ENST00000454995,ENST00000454995.1,,ZNF736P4Y
ENST00000619436,ENST00000619436.1,,
ENST00000421387,ENST00000421387.2,,TTTY17C
ENST00000644376,ENST00000644376.1,2895,NFATC4
ENST00000423333,ENST00000423333.1,,RBMY2YP
ENST00000624491,ENST00000624491.2,,
ENST00000427373,ENST00000427373.5,,SEPTIN14P23
ENST00000416803,ENST00000416803.1,,CICP1
ENST00000447588,ENST00000447588.1,,LINC00265-3P
ENST00000413867,ENST00000413867.1,,UBE2Q2P5Y
ENST00000416946,ENST00000416946.1,,GOLGA2P3Y
ENST00000606439,ENST00000606439.2,,RN7SL725P
ENST00000623198,ENST00000623198.2,,
ENST00000333235,ENST00000333235.3,,CSPG4P4Y
ENST00000306641,ENST00000306641.1,,CSPG4P1Y
ENST00000419538,ENST00000419538.1,,DNM1P48
ENST00000437571,ENST00000437571.1,,
ENST00000441780,ENST00000441780.1,,GOLGA6L16P
ENST00000421819,ENST00000421819.1,,
ENST00000411668,ENST00000411668.1,,CDY19P
ENST00000424581,ENST00000424581.1,,USP9YP36
ENST00000412220,ENST00000412220.1,,USP9YP33
ENST00000447528,ENST00000447528.1,,CDY20P
ENST00000604436,ENST00000604436.1,,ELOCP34
ENST00000431179,ENST00000431179.1,,OFD1P13Y
ENST00000426293,ENST00000426293.1,,TRAPPC2P5
ENST00000443911,ENST00000443911.1,,RAB9AP2
ENST00000430729,ENST00000430729.1,,USP9YP30
ENST00000516617,ENST00000516617.1,,RNU1-107P
ENST00000417334,ENST00000417334.1,,TTTY3
ENST00000429406,ENST00000429406.1,,USP9YP9
ENST00000412165,ENST00000412165.1,,USP9YP19
ENST00000449659,ENST00000449659.1,,XKRYP5
ENST00000710584,ENST00000710584.1,837,DHRS4
ENST00000258589,ENST00000258589.8,,TPTE2P4
ENST00000420810,ENST00000420810.1,,CYCSP49
ENST00000456738,ENST00000456738.1,,SLC25A15P1
ENST00000435945,ENST00000435945.1,,PARP4P1
ENST00000435741,ENST00000435741.1,,CCNQP2
ENST00000306609,ENST00000306609.5,1665,CDY1
ENST00000710589,ENST00000710589.1,780,DHRS4L2
ENST00000642850,ENST00000642850.1,,DHRS4L1
ENST00000250831,ENST00000250831.6,1491,RBMY1J
ENST00000440215,ENST00000440215.5,945,TSPY9
ENST00000700775,ENST00000700775.1,,
ENST00000439586,ENST00000439586.1,,ZNF736P9Y
ENST00000383020,ENST00000383020.7,1491,RBMY1B
ENST00000382707,ENST00000382707.6,1491,RBMY1A1
ENST00000455527,ENST00000455527.5,,RFTN1P1
ENST00000651261,ENST00000651261.1,,
ENST00000423213,ENST00000423213.4,,FAM197Y5
ENST00000615605,ENST00000615605.1,,FAM197Y5
ENST00000598351,ENST00000598351.3,,FAM197Y2
ENST00000448006,ENST00000448006.5,,
ENST00000420346,ENST00000420346.1,,RBMY2FP
ENST00000303922,ENST00000303922.7,,RBMY2FP
ENST00000644869,ENST00000644869.3,411,H3-4
ENST00000643540,ENST00000643540.1,,RPL23AP15
ENST00000645741,ENST00000645741.1,393,H2AC25
ENST00000455422,ENST00000455422.5,,
ENST00000647549,ENST00000647549.1,381,H2BC26
ENST00000311828,ENST00000311828.7,,
ENST00000646470,ENST00000646470.1,,MIR4666A
ENST00000644761,ENST00000644761.1,,H2BC27P
ENST00000429799,ENST00000429799.1,,RBMY2QP
ENST00000645360,ENST00000645360.1,,
ENST00000643372,ENST00000643372.3,708,RNF187
ENST00000651645,ENST00000651645.1,,
ENST00000451071,ENST00000451071.5,,RBMY2BP
ENST00000645277,ENST00000645277.1,,BTNL10P
ENST00000644915,ENST00000644915.1,,RNA5S1
ENST00000400578,ENST00000400578.2,,
ENST00000643685,ENST00000643685.1,,RNA5S2
ENST00000644406,ENST00000644406.1,,RNA5S3
ENST00000642806,ENST00000642806.1,,RNA5S16
ENST00000442790,ENST00000442790.2,,TTTY23B
ENST00000643882,ENST00000643882.1,,RNA5S17
ENST00000646819,ENST00000646819.1,,RNA5SP18
ENST00000451467,ENST00000451467.1,,TTTY23B
ENST00000643601,ENST00000643601.1,,DUSP5P1
ENST00000647198,ENST00000647198.1,,
ENST00000645261,ENST00000645261.1,,FTH1P2
ENST00000622692,ENST00000622692.2,,FAM197Y4
ENST00000646945,ENST00000646945.2,777,RHOU
ENST00000616275,ENST00000616275.4,,FAM197Y4
ENST00000426936,ENST00000426936.1,,TSPY5P
ENST00000456541,ENST00000456541.1,,
ENST00000651367,ENST00000651367.1,,TTTY11
ENST00000253470,ENST00000253470.4,,TTTY11
ENST00000420443,ENST00000420443.1,,ARSLP1
ENST00000430152,ENST00000430152.1,,
ENST00000505707,ENST00000505707.3,,FAM197Y9
ENST00000451062,ENST00000451062.1,,FAM197Y9
ENST00000618346,ENST00000618346.2,,FAM197Y3
ENST00000427622,ENST00000427622.5,,FAM197Y3
ENST00000451061,ENST00000451061.5,,OFD1P6Y
ENST00000432335,ENST00000432335.1,,TTTY9A
ENST00000510392,ENST00000510392.1,,XKRY
ENST00000624960,ENST00000624960.1,,XKRY
ENST00000442362,ENST00000442362.2,,XKRYP7
ENST00000623874,ENST00000623874.1,,XKRYP7
ENST00000634531,ENST00000634531.1,,
ENST00000641637,ENST00000641637.1,,
ENST00000683447,ENST00000683447.1,,
ENST00000681940,ENST00000681940.1,,XGY2
ENST00000444242,ENST00000444242.1,,HSFY3P
ENST00000652562,ENST00000652562.1,,
ENST00000452645,ENST00000452645.1,,TAB3P1
ENST00000439217,ENST00000439217.1,,
ENST00000472227,ENST00000472227.5,,ANOS2P
ENST00000652544,ENST00000652544.1,,
ENST00000456360,ENST00000456360.5,,RBMY2EP
ENST00000444169,ENST00000444169.2,,
ENST00000423852,ENST00000423852.4,,GOLGA2P2Y
ENST00000398377,ENST00000398377.4,,GOLGA2P2Y
ENST00000513194,ENST00000513194.1,,BCORP1
ENST00000650676,ENST00000650676.1,,BCORP1
ENST00000620700,ENST00000620700.2,,
ENST00000652671,ENST00000652671.2,,
ENST00000445715,ENST00000445715.6,,TXLNGY
ENST00000700762,ENST00000700762.1,,TXLNGY
ENST00000382965,ENST00000382965.4,,GYG2P1
ENST00000651802,ENST00000651802.1,,
ENST00000454543,ENST00000454543.1,,CDY3P
ENST00000438971,ENST00000438971.1,,USP9YP22
ENST00000424401,ENST00000424401.1,,USP9YP4
ENST00000420090,ENST00000420090.1,,ELOCP4
ENST00000382670,ENST00000382670.3,,RBMY1A3P
ENST00000610661,ENST00000610661.1,,
ENST00000434487,ENST00000434487.1,,TTTY20
ENST00000640845,ENST00000640845.1,597,LEUTX
ENST00000626815,ENST00000626815.1,,
ENST00000631090,ENST00000631090.2,1890,DYRK1B
ENST00000426950,ENST00000426950.6,945,TSPY4
ENST00000626636,ENST00000626636.1,,MIR6719
ENST00000625241,ENST00000625241.3,966,FBL
ENST00000450145,ENST00000450145.2,,FAM197Y8
ENST00000433321,ENST00000433321.5,,FAM197Y7
ENST00000432892,ENST00000432892.3,,
ENST00000431358,ENST00000431358.2,,TSPY7P
ENST00000625624,ENST00000625624.1,,PRR13P5
ENST00000442145,ENST00000442145.5,,FAM197Y6
ENST00000629691,ENST00000629691.3,1257,PSMC4
ENST00000420524,ENST00000420524.4,,
ENST00000287721,ENST00000287721.13,927,TSPY8
ENST00000626389,ENST00000626389.3,2511,ZNF546
ENST00000629230,ENST00000629230.1,,
ENST00000625684,ENST00000625684.3,2502,ZNF780B
ENST00000625455,ENST00000625455.1,,
ENST00000457222,ENST00000457222.6,927,TSPY3
ENST00000630528,ENST00000630528.2,1929,ZNF780A
ENST00000630881,ENST00000630881.1,,
ENST00000628705,ENST00000628705.2,16218,FCGBP
ENST00000711115,ENST00000711115.1,1728,PPP2R3B
ENST00000711122,ENST00000711122.1,,RPL14P5
ENST00000711121,ENST00000711121.1,,
ENST00000711120,ENST00000711120.1,,
ENST00000711134,ENST00000711134.1,,ASMTL-AS1
ENST00000711219,ENST00000711219.1,1137,IL3RA
ENST00000711216,ENST00000711216.1,1080,P2RY8
ENST00000711214,ENST00000711214.1,897,SLC25A6
ENST00000711211,ENST00000711211.1,,
ENST00000711210,ENST00000711210.1,1122,ASMT
ENST00000711205,ENST00000711205.1,,DHRSX-IT1
ENST00000711204,ENST00000711204.1,993,DHRSX
ENST00000711197,ENST00000711197.1,1866,ASMTL
ENST00000711190,ENST00000711190.1,,LINC02968
ENST00000711189,ENST00000711189.1,,LINC00106
ENST00000711187,ENST00000711187.1,,LINC00685
ENST00000711132,ENST00000711132.1,2088,AKAP17A
ENST00000711179,ENST00000711179.1,972,PLCXD1
ENST00000711172,ENST00000711172.1,2085,ZBED1
ENST00000711167,ENST00000711167.1,,MIR6089
ENST00000711166,ENST00000711166.1,,LINC00102
ENST00000711160,ENST00000711160.1,558,CD99
ENST00000711150,ENST00000711150.1,,
ENST00000711149,ENST00000711149.1,,Metazoa_SRP
ENST00000711148,ENST00000711148.1,,
ENST00000711147,ENST00000711147.1,,FABP5P13
ENST00000711146,ENST00000711146.1,,KRT18P53
ENST00000711142,ENST00000711142.1,879,SHOX
ENST00000711140,ENST00000711140.1,,MIR3690
ENST00000711139,ENST00000711139.1,,RNA5SP498
ENST00000711138,ENST00000711138.1,1305,CSF2RA
ENST00000636322,ENST00000636322.1,,
ENST00000636327,ENST00000636327.1,,
ENST00000711233,ENST00000711233.1,1551,GTPBP6
ENST00000711234,ENST00000711234.1,,
ENST00000711235,ENST00000711235.1,,
ENST00000711244,ENST00000711244.1,,CD99P1
ENST00000711251,ENST00000711251.1,,CD99P1
ENST00000711254,ENST00000711254.1,1116,CRLF2
ENST00000711258,ENST00000711258.1,,AMD1P2
ENST00000711259,ENST00000711259.1,,DPH3P2
ENST00000711264,ENST00000711264.1,783,VAMP7
ENST00000711266,ENST00000711266.1,,ELOCP24
ENST00000711267,ENST00000711267.1,,TRPC6P1
ENST00000711268,ENST00000711268.1,,
ENST00000711269,ENST00000711269.1,,WASIR1
ENST00000711270,ENST00000711270.1,,DDX11L16
ENST00000711272,ENST00000711272.1,1437,WASH6P
ENST00000711286,ENST00000711286.1,1566,IL9R
ENST00000644173,ENST00000644173.1,837,FRG2
ENST00000636590,ENST00000636590.2,777,FRG1
ENST00000635825,ENST00000635825.1,,MLLT10P2
ENST00000637670,ENST00000637670.1,,
ENST00000635802,ENST00000635802.1,,TUBB7P
ENST00000637580,ENST00000637580.1,,RNA5SP174
ENST00000636636,ENST00000636636.1,,RNA5SP175
ENST00000637829,ENST00000637829.1,,DUX4L9
ENST00000637039,ENST00000637039.1,,RARRES2P4
ENST00000639060,ENST00000639060.1,1272,
ENST00000638899,ENST00000638899.1,1272,
ENST00000639166,ENST00000639166.1,1272,
ENST00000639613,ENST00000639613.1,1272,
ENST00000638438,ENST00000638438.1,1272,
ENST00000640110,ENST00000640110.1,1272,
ENST00000640229,ENST00000640229.1,1272,
ENST00000640885,ENST00000640885.1,1272,
ENST00000639309,ENST00000639309.1,1272,
ENST00000638722,ENST00000638722.1,1272,
ENST00000638403,ENST00000638403.1,1272,
ENST00000637883,ENST00000637883.1,,RPL23AP84
ENST00000710432,ENST00000710432.1,,
ENST00000636256,ENST00000636256.2,1275,DUX4L8
ENST00000710433,ENST00000710433.1,1275,DUX4
ENST00000672491,ENST00000672491.1,,
ENST00000672000,ENST00000672000.1,,
ENST00000672472,ENST00000672472.1,,
ENST00000673100,ENST00000673100.1,,LINC03015
ENST00000673422,ENST00000673422.1,,LINC03014
ENST00000673385,ENST00000673385.1,,
ENST00000672408,ENST00000672408.1,,
ENST00000672289,ENST00000672289.1,,
ENST00000672066,ENST00000672066.1,1755,FAM20C
ENST00000672216,ENST00000672216.1,,
ENST00000672062,ENST00000672062.1,279,
ENST00000707606,ENST00000707606.1,,LINC01300
ENST00000707608,ENST00000707608.1,,
ENST00000707609,ENST00000707609.1,1077,GPR20
ENST00000707623,ENST00000707623.1,,
ENST00000707610,ENST00000707610.1,,
ENST00000707619,ENST00000707619.1,522,PTP4A3
ENST00000707611,ENST00000707611.1,,
ENST00000707612,ENST00000707612.1,,
ENST00000707613,ENST00000707613.1,,HNRNPA1P38
ENST00000707622,ENST00000707622.1,,
ENST00000707629,ENST00000707629.1,579,C8orf90
ENST00000707626,ENST00000707626.1,3957,MROH5
ENST00000707319,ENST00000707319.1,,Y_RNA
ENST00000710353,ENST00000710353.1,5421,SHANK3
ENST00000707320,ENST00000707320.1,,RNU6-409P
ENST00000707314,ENST00000707314.1,1266,ACR
ENST00000707317,ENST00000707317.1,,
ENST00000707318,ENST00000707318.1,,
ENST00000646220,ENST00000646220.1,,RNU6-1004P
ENST00000672485,ENST00000672485.1,1572,GCGR
ENST00000671931,ENST00000671931.1,357,MCRIP1
ENST00000672496,ENST00000672496.1,465,PPP1R27
ENST00000647207,ENST00000647207.1,,
ENST00000643786,ENST00000643786.1,,
ENST00000642743,ENST00000642743.1,,RPL21P63
ENST00000643703,ENST00000643703.1,,GCNT2P1
ENST00000650346,ENST00000650346.1,,
ENST00000642282,ENST00000642282.1,459,C6orf52
ENST00000646197,ENST00000646197.1,,Y_RNA
ENST00000644756,ENST00000644756.2,1179,PAK1IP1
ENST00000642513,ENST00000642513.1,339,TMEM14C
ENST00000642698,ENST00000642698.1,1209,GCNT2
ENST00000707361,ENST00000707361.1,,ARHGEF19-AS1
ENST00000707385,ENST00000707385.1,2409,ARHGEF19
ENST00000707431,ENST00000707431.1,,
ENST00000707429,ENST00000707429.1,,ANO7L1
ENST00000707359,ENST00000707359.1,,
ENST00000707390,ENST00000707390.1,777,CPLANE2
ENST00000707360,ENST00000707360.1,,MT1XP1
ENST00000707355,ENST00000707355.1,2154,FBXO42
ENST00000707363,ENST00000707363.1,459,SZRD1
ENST00000707354,ENST00000707354.1,,RPL22P3
ENST00000707423,ENST00000707423.1,1410,SPATA21
ENST00000645456,ENST00000645456.1,,GRM5P1
ENST00000644322,ENST00000644322.1,,
ENST00000642297,ENST00000642297.1,,
ENST00000644735,ENST00000644735.1,,TRIM51FP
ENST00000707376,ENST00000707376.1,822,NECAP2
ENST00000707400,ENST00000707400.1,,LINC01772
ENST00000707427,ENST00000707427.1,,CROCCP3
ENST00000707401,ENST00000707401.1,,RNU1-1
ENST00000707402,ENST00000707402.1,,
ENST00000707403,ENST00000707403.1,,
ENST00000707404,ENST00000707404.1,,LINC01783
ENST00000707405,ENST00000707405.1,,RNU1-6P
ENST00000707406,ENST00000707406.1,,PDE4DIPP8
ENST00000707395,ENST00000707395.1,,
ENST00000707394,ENST00000707394.1,,RNU1-2
ENST00000707440,ENST00000707440.1,,
ENST00000707393,ENST00000707393.1,,
ENST00000707416,ENST00000707416.1,,
ENST00000707392,ENST00000707392.1,,RNU1-5P
ENST00000707407,ENST00000707407.1,,
ENST00000707409,ENST00000707409.1,,
ENST00000707410,ENST00000707410.1,,EIF1AXP1
ENST00000707408,ENST00000707408.1,,RNU1-3
ENST00000707411,ENST00000707411.1,,RNU1-4
ENST00000707396,ENST00000707396.1,1998,PADI2
ENST00000710277,ENST00000710277.1,3645,
ENST00000710278,ENST00000710278.1,3645,
ENST00000710281,ENST00000710281.1,,
ENST00000707428,ENST00000707428.1,,CROCCP4
ENST00000710279,ENST00000710279.1,3645,
ENST00000710282,ENST00000710282.1,,
ENST00000710275,ENST00000710275.1,3645,NBPF1
ENST00000707439,ENST00000707439.1,,
ENST00000710296,ENST00000710296.1,,
ENST00000710297,ENST00000710297.1,,
ENST00000710299,ENST00000710299.1,,
ENST00000710300,ENST00000710300.1,,
ENST00000710301,ENST00000710301.1,,
ENST00000710302,ENST00000710302.1,,
ENST00000710303,ENST00000710303.1,,
ENST00000627008,ENST00000627008.1,,CTBP2P1
ENST00000628217,ENST00000628217.2,1083,BCL2L14
ENST00000629871,ENST00000629871.1,,PTMAP9
ENST00000637028,ENST00000637028.1,,MIR1244-4
ENST00000628182,ENST00000628182.3,4842,LRP6
ENST00000631171,ENST00000631171.1,,RPL21P100
ENST00000384056,ENST00000384056.2,,RNU6-545P
ENST00000627522,ENST00000627522.1,,
ENST00000384746,ENST00000384746.2,,RNU6-318P
ENST00000629245,ENST00000629245.3,1296,MANSC1
ENST00000630767,ENST00000630767.1,,RPL23AP66
ENST00000628428,ENST00000628428.1,,LOH12CR2
ENST00000627374,ENST00000627374.3,591,BORCS5
ENST00000625448,ENST00000625448.1,,
ENST00000626413,ENST00000626413.3,1998,DUSP16
ENST00000626218,ENST00000626218.1,,
ENST00000631212,ENST00000631212.1,,
ENST00000627244,ENST00000627244.1,,EI24P3
ENST00000630851,ENST00000630851.1,,
ENST00000626497,ENST00000626497.2,2265,ZKSCAN7
ENST00000627343,ENST00000627343.1,,ZKSCAN7-AS1
ENST00000625494,ENST00000625494.1,996,ZNF660
ENST00000628354,ENST00000628354.1,,MPRIPP1
ENST00000628172,ENST00000628172.3,3090,ZNF197
ENST00000630371,ENST00000630371.1,,ZNF197-AS1
ENST00000625394,ENST00000625394.3,1584,ZNF35
ENST00000629735,ENST00000629735.1,,
ENST00000627134,ENST00000627134.1,,SOCS5P3
ENST00000626630,ENST00000626630.2,1635,ZNF502
ENST00000625592,ENST00000625592.3,816,ZNF501
ENST00000627745,ENST00000627745.2,465,KIAA1143
ENST00000627272,ENST00000627272.3,4167,KIF15
ENST00000627057,ENST00000627057.1,,MIR564
ENST00000626748,ENST00000626748.2,480,TMEM42
ENST00000628744,ENST00000628744.3,2055,TGM4
ENST00000625401,ENST00000625401.1,,
ENST00000628759,ENST00000628759.2,1632,ZNF852
ENST00000707451,ENST00000707451.1,,
ENST00000707452,ENST00000707452.1,,
ENST00000707453,ENST00000707453.1,,
ENST00000707456,ENST00000707456.1,,
ENST00000707457,ENST00000707457.1,,MIR4740
ENST00000707458,ENST00000707458.1,,MIR3186
ENST00000707459,ENST00000707459.1,,
ENST00000707460,ENST00000707460.1,,LINC01971
ENST00000707461,ENST00000707461.1,,
